CO2,Temperature,Humidity,Sun1,Sun2,Sun3,Sun4,Sun5,Sun6,date
649.0,27.3,58.3,102.6,106.8,115.6,105.7,109.1,96.6,2025-05-05 13:24:59
630.0,27.5,65.2,99.7,106.8,119.9,100.9,106.9,96.3,2025-05-05 13:29:59
589.0,27.4,56.2,98.8,108.8,118.1,101.1,107.1,97.2,2025-05-05 13:34:59
564.0,27.2,60.6,100.5,109.6,114.6,104.1,108.3,97.1,2025-05-05 13:39:59
583.0,27.5,67.0,102.7,105.8,116.7,105.2,108.8,96.4,2025-05-05 13:44:59
610.0,27.3,58.1,102.7,106.7,116.3,105.5,109.1,96.8,2025-05-05 13:49:59
624.0,27.2,62.4,102.6,105.0,118.5,104.1,108.4,96.4,2025-05-05 13:54:59
639.0,27.4,67.4,100.9,109.0,114.6,104.7,108.4,96.9,2025-05-05 13:59:59
649.0,27.2,57.5,102.8,104.1,117.0,104.6,108.7,96.8,2025-05-05 14:04:59
634.0,27.5,66.0,99.2,109.6,116.6,102.0,107.3,97.3,2025-05-05 14:09:59
595.0,27.5,65.3,102.6,106.1,116.2,105.2,108.8,96.5,2025-05-05 14:14:59
573.0,27.2,56.1,101.8,104.9,119.0,103.2,108.0,96.4,2025-05-05 14:19:59
586.0,27.0,55.4,99.0,109.8,117.3,101.8,107.4,97.4,2025-05-05 14:24:59
608.0,27.1,65.8,102.7,105.0,118.5,104.1,108.3,96.4,2025-05-05 14:29:59
626.0,27.4,67.4,99.6,107.0,119.8,100.7,106.8,96.9,2025-05-05 14:34:59
644.0,26.9,58.3,98.9,109.4,117.0,101.8,107.5,97.2,2025-05-05 14:39:59
645.0,27.1,65.6,101.5,108.7,114.8,105.0,108.7,96.9,2025-05-05 14:44:59
614.0,27.4,68.7,99.1,109.6,116.5,102.1,107.4,97.2,2025-05-05 14:50:00
581.0,27.0,59.3,100.0,106.2,120.3,101.1,107.1,96.9,2025-05-05 14:54:59
577.0,27.1,63.3,99.1,107.9,119.2,100.7,106.9,97.1,2025-05-05 14:59:59
598.0,27.1,57.8,100.4,105.9,120.2,101.3,107.3,96.6,2025-05-05 15:04:59
618.0,26.6,58.2,101.7,105.0,119.8,102.9,108.0,96.6,2025-05-05 15:10:00
630.0,26.5,67.2,102.8,106.8,116.3,105.7,109.1,96.7,2025-05-05 15:15:00
644.0,26.6,60.5,102.7,107.0,116.2,105.7,109.1,96.9,2025-05-05 15:20:00
622.0,26.4,57.4,99.3,109.5,118.0,101.8,107.6,97.5,2025-05-05 15:25:00
576.0,26.2,66.5,101.1,105.5,120.7,102.2,107.7,96.9,2025-05-05 15:30:00
572.0,26.4,65.7,99.1,109.0,118.3,101.3,107.3,97.3,2025-05-05 15:35:00
597.0,26.2,57.1,103.0,106.0,117.4,105.6,109.1,96.6,2025-05-05 15:40:00
611.0,26.0,66.3,100.7,106.2,121.0,101.9,107.6,97.1,2025-05-05 15:45:00
623.0,26.3,69.5,99.5,107.7,119.9,100.9,107.1,97.2,2025-05-05 15:50:00
636.0,26.1,57.0,101.0,105.4,120.6,102.1,107.7,96.6,2025-05-05 15:55:00
639.0,25.8,65.0,102.8,105.0,119.5,104.1,108.5,96.6,2025-05-05 16:00:00
615.0,26.2,69.2,102.4,104.7,119.4,103.6,108.3,96.4,2025-05-05 16:05:00
575.0,26.1,57.9,102.1,108.4,115.1,105.5,109.2,97.2,2025-05-05 16:10:00
530.0,25.8,62.3,103.0,106.2,117.3,105.7,109.3,96.8,2025-05-05 16:15:00
500.0,26.1,68.5,102.3,104.8,119.8,103.3,108.2,96.5,2025-05-05 16:20:00
474.0,26.0,61.7,100.1,109.8,115.9,103.6,108.3,97.2,2025-05-05 16:25:00
486.0,26.0,62.8,99.6,109.8,116.8,102.6,107.9,97.4,2025-05-05 16:30:00
523.0,26.2,68.8,100.8,109.5,115.3,104.4,108.6,97.1,2025-05-05 16:35:00
560.0,26.1,58.5,102.4,107.6,115.4,105.8,109.3,96.8,2025-05-05 16:40:00
550.0,26.1,66.2,102.0,104.9,119.7,103.0,108.0,96.7,2025-05-05 16:45:00
518.0,26.2,69.8,100.0,106.9,120.2,101.0,107.1,97.1,2025-05-05 16:50:00
495.0,26.0,57.7,99.1,108.9,118.7,101.3,107.4,97.4,2025-05-05 16:55:00
479.0,26.1,67.3,101.9,108.6,114.9,105.4,109.0,97.0,2025-05-05 17:00:00
504.0,25.4,51.4,102.4,107.9,115.4,105.9,109.4,97.2,2025-05-05 17:05:00
532.0,24.8,57.1,103.0,106.9,116.6,106.1,109.6,97.0,2025-05-05 17:10:00
539.0,25.0,62.7,101.9,109.0,115.6,105.5,109.3,97.2,2025-05-05 17:15:00
520.0,24.5,56.9,101.9,108.9,115.6,105.2,109.4,97.6,2025-05-05 17:20:00
488.0,24.2,58.9,100.3,107.1,121.0,101.5,107.7,97.4,2025-05-05 17:25:00
472.0,24.2,65.3,102.2,105.4,120.7,103.1,108.3,97.1,2025-05-05 17:30:00
490.0,24.1,55.2,101.2,106.2,121.3,102.4,108.2,97.3,2025-05-05 17:35:00
518.0,23.8,58.0,101.8,105.6,120.9,102.7,108.3,97.0,2025-05-05 17:40:00
551.0,23.8,63.4,102.9,105.2,120.3,103.9,108.8,97.1,2025-05-05 17:45:00
547.0,23.8,60.3,99.9,110.1,117.7,102.8,108.2,97.8,2025-05-05 17:50:00
519.0,23.7,56.3,99.7,109.9,118.2,102.3,108.1,97.9,2025-05-05 17:55:00
488.0,23.6,64.4,101.3,106.5,121.3,102.1,108.1,97.4,2025-05-05 18:00:00
468.0,23.7,58.4,103.6,105.9,118.4,105.7,109.6,97.1,2025-05-05 18:05:00
450.0,23.4,56.5,100.0,107.9,120.7,101.5,107.8,97.7,2025-05-05 18:10:00
438.0,23.4,68.3,102.6,108.9,115.7,105.8,109.5,97.7,2025-05-05 18:15:00
427.0,23.6,62.5,101.9,105.2,120.5,103.5,108.7,97.0,2025-05-05 18:20:00
417.0,23.3,57.7,102.8,105.2,120.3,103.9,108.9,97.1,2025-05-05 18:25:00
414.0,23.1,62.1,102.4,109.1,115.7,105.9,109.8,97.7,2025-05-05 18:30:00
407.0,23.2,70.5,100.1,109.9,117.8,102.4,108.0,98.0,2025-05-05 18:35:00
406.0,23.3,62.5,102.4,108.8,115.6,105.9,109.7,97.4,2025-05-05 18:40:00
407.0,23.3,64.2,100.1,108.3,120.1,101.4,107.8,97.7,2025-05-05 18:45:00
406.0,23.5,69.5,103.0,105.0,119.9,104.0,108.8,96.9,2025-05-05 18:50:00
402.0,23.3,57.6,101.0,110.1,116.0,104.4,109.0,97.8,2025-05-05 18:55:00
405.0,23.0,63.6,100.9,110.1,116.2,104.4,109.2,98.0,2025-05-05 19:00:00
402.0,22.7,72.6,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-05-05 19:05:00
413.0,22.2,75.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-05-05 19:10:00
415.0,21.8,77.8,3999.9,0.0,0.0,0.0,0.0,0.0,2025-05-05 19:15:00
418.0,21.5,79.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-05-05 19:20:00
423.0,21.3,83.2,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 19:25:00
428.0,21.1,86.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 19:30:00
429.0,21.0,88.5,0.0,0.0,3999.9,0.0,0.0,0.0,2025-05-05 19:35:04
432.0,20.8,90.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 19:40:04
432.0,20.6,91.5,0.0,0.0,3999.9,0.0,0.0,0.0,2025-05-05 19:45:04
434.0,20.5,92.4,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-05 19:50:04
438.0,20.4,93.3,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 19:55:04
443.0,20.3,94.1,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 20:00:04
445.0,20.3,94.7,3999.8,3999.8,0.0,0.0,0.0,0.0,2025-05-05 20:05:04
449.0,20.2,95.1,3999.9,0.0,0.0,0.0,0.0,0.0,2025-05-05 20:10:04
455.0,20.1,95.5,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 20:15:04
453.0,20.0,95.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 20:20:04
453.0,20.0,96.1,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 20:25:04
457.0,19.9,96.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 20:30:04
457.0,19.9,96.5,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-05-05 20:35:04
463.0,19.8,96.7,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 20:40:04
468.0,19.7,96.9,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 20:45:04
465.0,19.7,97.1,3999.9,3999.8,0.0,0.0,0.0,0.0,2025-05-05 20:50:04
466.0,19.6,97.2,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-05-05 20:55:04
466.0,19.6,97.2,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-05-05 21:00:05
471.0,19.5,97.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 21:05:04
469.0,19.5,97.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 21:10:04
471.0,19.4,97.6,0.0,3999.9,3999.9,0.0,0.0,0.0,2025-05-05 21:15:04
472.0,19.4,97.7,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 21:20:04
477.0,19.3,97.8,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 21:25:04
477.0,19.3,97.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 21:30:04
477.0,19.2,98.0,3999.9,0.0,3999.8,0.0,3999.9,0.0,2025-05-05 21:35:04
475.0,19.2,98.0,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-05 21:40:04
479.0,19.1,98.1,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 21:45:04
480.0,19.1,98.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 21:50:04
483.0,19.1,98.2,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-05-05 21:55:04
483.0,19.0,98.2,3999.9,0.0,0.0,0.0,0.0,0.0,2025-05-05 22:00:04
485.0,19.0,98.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 22:05:04
492.0,18.9,98.3,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 22:10:04
493.0,18.9,98.4,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 22:15:04
495.0,18.8,98.4,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 22:20:04
493.0,18.8,98.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 22:25:04
493.0,18.8,98.6,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 22:30:04
498.0,18.7,98.6,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-05 22:35:04
495.0,18.7,98.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 22:40:04
496.0,18.6,98.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 22:45:04
494.0,18.6,98.8,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-05 22:50:04
498.0,18.6,98.9,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 22:55:04
499.0,18.5,98.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 23:00:04
504.0,18.5,98.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-05 23:05:04
500.0,18.4,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-05 23:10:04
500.0,18.4,99.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 23:15:04
498.0,18.4,99.0,0.0,3999.9,3999.8,0.0,0.0,0.0,2025-05-05 23:20:04
499.0,18.3,99.0,3999.9,0.0,0.0,0.0,0.0,0.0,2025-05-05 23:25:04
499.0,18.3,99.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 23:30:04
502.0,18.3,99.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-05 23:35:04
500.0,18.2,99.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-05 23:40:04
499.0,18.2,99.1,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-05 23:45:04
501.0,18.2,99.0,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-05 23:50:04
500.0,18.1,99.1,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-05 23:55:04
506.0,18.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 00:00:04
509.0,18.0,99.1,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 00:05:04
508.0,18.0,99.1,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 00:10:04
509.0,18.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 00:15:04
503.0,17.9,99.1,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 00:20:05
506.0,18.2,100.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 00:25:05
514.0,19.4,100.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 00:30:05
514.0,19.3,100.0,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-05-06 00:35:05
515.0,19.2,100.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 00:40:05
519.0,19.1,100.0,3999.9,3999.8,0.0,0.0,0.0,0.0,2025-05-06 00:45:05
516.0,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 00:50:05
517.0,18.9,100.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 00:55:05
512.0,18.8,100.0,3999.9,0.0,3999.8,0.0,3999.9,0.0,2025-05-06 01:00:05
514.0,18.8,100.0,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-05-06 01:05:05
513.0,18.7,100.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 01:10:05
513.0,18.6,99.8,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-05-06 01:15:05
514.0,18.6,99.6,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-05-06 01:20:05
514.0,18.5,99.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 01:25:05
512.0,18.5,99.2,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-06 01:30:05
512.0,18.4,99.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 01:35:05
510.0,18.3,98.9,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 01:40:05
505.0,18.3,98.7,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-06 01:45:05
508.0,18.2,98.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 01:50:05
511.0,18.2,98.6,3999.9,0.0,0.0,0.0,0.0,0.0,2025-05-06 01:55:05
510.0,18.1,98.5,3999.9,0.0,3999.9,0.0,3999.9,0.0,2025-05-06 02:00:05
510.0,18.1,98.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 02:05:05
510.0,18.1,98.2,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:10:05
510.0,18.0,98.1,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:15:05
511.0,18.0,98.2,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:20:05
513.0,17.9,98.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:25:05
512.0,17.9,98.0,0.0,3999.9,0.0,0.0,0.0,0.0,2025-05-06 02:30:05
513.0,17.8,98.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 02:35:05
512.0,17.8,98.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:40:05
509.0,17.7,98.1,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 02:45:05
509.0,17.7,98.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 02:50:05
505.0,17.6,97.9,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 02:55:05
509.0,17.6,98.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 03:00:05
509.0,18.8,98.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 03:05:05
511.0,18.7,98.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 03:10:05
512.0,18.6,98.9,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 03:15:05
519.0,18.5,99.2,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 03:20:05
521.0,18.4,99.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 03:25:05
516.0,18.3,99.3,3999.9,0.0,3999.9,0.0,3999.9,0.0,2025-05-06 03:30:05
517.0,18.3,99.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 03:35:05
516.0,18.2,98.9,0.0,0.0,3999.8,0.0,3999.9,0.0,2025-05-06 03:40:05
515.0,18.1,98.7,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 03:45:05
513.0,18.1,98.6,3999.8,3999.9,0.0,0.0,3999.9,0.0,2025-05-06 03:50:05
515.0,18.0,98.5,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 03:55:05
519.0,18.0,98.5,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 04:00:05
517.0,17.9,98.5,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 04:05:05
517.0,17.8,98.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 04:10:05
518.0,17.7,98.3,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 04:15:05
519.0,17.7,98.2,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 04:20:05
515.0,17.6,98.2,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-05-06 04:25:05
516.0,17.6,98.1,0.0,0.0,3999.8,0.0,3999.9,0.0,2025-05-06 04:30:05
522.0,17.5,98.1,3999.8,3999.8,0.0,0.0,0.0,0.0,2025-05-06 04:35:05
519.0,17.5,98.0,0.0,0.0,3999.8,0.0,3999.9,0.0,2025-05-06 04:40:05
514.0,17.4,97.9,3999.8,0.0,0.0,0.0,0.0,0.0,2025-05-06 04:45:05
513.0,17.4,98.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 04:50:05
514.0,17.4,98.0,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 04:55:05
518.0,18.3,98.5,0.0,3999.9,0.0,0.0,0.0,0.0,2025-05-06 05:00:05
516.0,18.6,97.2,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 05:05:05
516.0,18.5,97.8,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 05:10:05
519.0,18.4,98.4,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 05:15:05
520.0,18.3,98.7,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 05:20:05
521.0,18.2,98.7,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 05:25:05
519.0,18.1,98.7,0.0,0.0,3999.8,0.0,3999.9,0.0,2025-05-06 05:30:05
519.0,18.1,98.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 05:35:05
516.0,18.0,96.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 05:40:05
506.0,17.8,93.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 05:45:05
494.0,17.7,92.8,3999.8,3999.9,0.0,0.0,0.0,0.0,2025-05-06 05:50:05
485.0,17.5,92.3,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-05-06 05:55:05
474.0,17.4,91.5,0.0,0.0,3999.9,0.0,0.0,0.0,2025-05-06 06:00:05
466.0,17.3,91.6,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-05-06 06:05:05
463.0,17.2,91.5,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 06:10:05
458.0,17.1,91.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 06:15:05
454.0,17.0,91.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 06:20:05
451.0,16.9,91.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-05-06 06:25:05
443.0,16.7,91.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-06 06:30:05
443.0,16.6,91.5,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 06:35:05
443.0,16.6,91.6,3999.9,3999.8,0.0,0.0,0.0,0.0,2025-05-06 06:40:05
443.0,16.5,91.6,0.0,0.0,0.0,0.0,3999.9,0.0,2025-05-06 06:45:05
440.0,16.4,91.7,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 06:50:05
439.0,16.3,91.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-05-06 06:55:05
438.0,16.2,91.8,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-05-06 07:00:05
444.0,17.3,92.2,108.8,109.1,123.2,109.9,114.9,100.5,2025-05-06 07:05:05
466.0,19.6,84.8,105.5,107.9,122.1,106.0,112.2,98.8,2025-05-06 07:10:05
514.0,20.3,82.3,103.2,108.3,120.9,104.1,110.6,98.2,2025-05-06 07:15:05
565.0,21.0,79.9,103.3,110.7,115.2,106.6,111.0,98.0,2025-05-06 07:20:05
612.0,21.7,78.4,104.3,108.6,114.6,107.4,110.9,97.4,2025-05-06 07:25:05
637.0,22.3,76.3,104.7,105.8,117.1,106.2,110.1,96.7,2025-05-06 07:30:05
644.0,22.8,75.1,103.6,105.4,119.2,103.6,108.8,96.8,2025-05-06 07:35:05
651.0,23.4,72.6,103.3,104.8,118.7,103.5,108.7,96.4,2025-05-06 07:40:06
653.0,23.8,71.3,100.2,108.2,117.9,101.1,107.5,97.1,2025-05-06 07:45:06
650.0,24.3,69.5,101.3,109.3,114.5,103.8,108.5,97.2,2025-05-06 07:50:06
627.0,24.7,68.4,103.6,104.5,117.8,104.1,108.7,96.4,2025-05-06 07:55:06
590.0,25.0,67.1,100.2,109.2,115.7,101.9,107.3,97.2,2025-05-06 08:00:06
599.0,25.5,65.4,100.2,107.2,118.5,100.4,106.7,96.8,2025-05-06 08:05:06
617.0,25.8,64.7,103.3,104.5,117.7,103.7,108.0,96.4,2025-05-06 08:10:06
645.0,26.1,63.0,99.7,108.2,117.1,100.8,106.8,97.0,2025-05-06 08:15:06
660.0,26.4,62.8,101.1,108.8,114.1,103.6,107.9,96.9,2025-05-06 08:20:06
670.0,26.7,61.0,103.1,104.2,117.6,103.8,107.9,96.2,2025-05-06 08:25:06
677.0,27.0,60.3,103.2,104.3,117.3,103.8,107.9,96.2,2025-05-06 08:30:06
661.0,27.2,60.4,101.6,108.0,113.8,104.3,108.0,96.5,2025-05-06 08:35:06
612.0,27.4,60.4,103.1,104.9,115.9,104.7,108.2,96.0,2025-05-06 08:40:06
575.0,27.5,60.2,100.7,108.8,114.2,103.4,107.6,96.8,2025-05-06 08:45:06
599.0,27.8,60.3,102.6,105.5,115.1,104.7,108.2,96.2,2025-05-06 08:50:06
676.0,28.0,61.5,98.9,106.9,117.7,99.8,106.1,96.6,2025-05-06 08:55:06
707.0,28.3,60.9,102.1,106.2,114.3,104.7,108.2,96.1,2025-05-06 09:00:06
681.0,28.5,60.3,99.5,108.6,114.9,102.0,106.9,96.7,2025-05-06 09:05:06
644.0,28.6,60.9,99.3,106.4,118.6,99.9,106.0,96.5,2025-05-06 09:10:06
601.0,28.8,59.9,101.1,107.9,113.8,103.8,107.7,96.4,2025-05-06 09:15:06
585.0,28.9,58.7,99.5,106.3,118.8,99.7,106.0,96.4,2025-05-06 09:20:06
608.0,29.0,57.8,99.1,107.0,118.0,100.0,106.0,96.5,2025-05-06 09:25:06
637.0,29.1,58.1,102.4,103.6,117.3,102.9,107.4,96.0,2025-05-06 09:30:06
664.0,29.3,57.1,99.1,108.0,116.5,100.4,106.0,96.4,2025-05-06 09:35:06
684.0,29.4,56.4,99.4,105.8,118.7,99.7,105.8,96.2,2025-05-06 09:40:06
682.0,29.6,55.7,102.7,105.1,115.5,104.3,107.8,95.7,2025-05-06 09:45:06
627.0,29.8,55.7,101.0,107.6,113.8,103.6,107.4,96.0,2025-05-06 09:50:06
600.0,30.0,54.8,102.6,103.6,117.8,102.9,107.0,95.5,2025-05-06 09:55:06
616.0,30.1,55.0,102.1,103.5,117.3,103.2,107.1,95.3,2025-05-06 10:00:06
650.0,30.0,45.6,101.8,104.1,117.0,103.5,107.6,95.6,2025-05-06 10:05:06
672.0,28.2,44.5,101.8,105.4,115.8,104.6,108.2,96.0,2025-05-06 10:10:06
653.0,27.5,55.9,98.9,106.1,119.6,100.0,106.3,96.5,2025-05-06 10:15:06
648.0,27.7,64.9,101.0,107.6,114.5,104.5,108.2,96.6,2025-05-06 10:20:06
644.0,27.8,67.5,100.1,108.5,114.5,103.7,107.8,96.6,2025-05-06 10:25:06
617.0,28.1,67.0,101.8,105.8,115.0,104.7,108.2,96.3,2025-05-06 10:30:06
615.0,27.4,49.1,98.4,109.1,115.9,101.6,107.0,97.1,2025-05-06 10:35:06
622.0,26.4,53.7,99.3,106.2,120.2,100.7,106.9,97.0,2025-05-06 10:40:06
660.0,26.7,64.4,102.4,105.3,117.4,104.7,108.5,96.6,2025-05-06 10:45:06
683.0,27.2,65.8,102.2,104.5,118.4,103.5,108.1,96.4,2025-05-06 10:50:06
662.0,27.4,57.3,99.1,109.3,115.7,102.4,107.6,97.1,2025-05-06 10:55:06
642.0,26.3,49.5,101.3,107.8,114.8,105.2,108.8,96.9,2025-05-06 11:00:06
620.0,25.9,60.6,99.9,106.4,120.6,101.1,107.2,97.1,2025-05-06 11:05:06
578.0,26.3,65.2,101.5,108.3,114.9,105.1,108.9,97.1,2025-05-06 11:10:06
575.0,26.8,65.0,99.1,107.5,119.0,100.5,106.8,96.9,2025-05-06 11:15:06
587.0,27.2,65.5,99.0,107.7,118.5,100.6,106.8,97.0,2025-05-06 11:20:06
605.0,26.2,49.9,101.9,107.7,114.8,105.5,109.1,97.1,2025-05-06 11:25:06
611.0,25.7,59.6,99.4,107.1,119.9,100.7,107.1,97.0,2025-05-06 11:30:06
627.0,25.6,55.7,100.0,106.3,120.7,101.3,107.4,97.0,2025-05-06 11:35:06
631.0,24.9,54.2,101.3,109.0,115.1,105.1,109.1,97.2,2025-05-06 11:40:06
636.0,25.2,64.7,103.0,105.3,118.2,105.1,109.0,96.6,2025-05-06 11:45:06
636.0,24.8,53.0,102.7,104.9,119.2,104.3,108.8,96.6,2025-05-06 11:50:06
598.0,24.7,58.6,99.5,107.6,120.2,100.9,107.4,97.2,2025-05-06 11:55:06
577.0,25.1,66.2,101.6,108.8,115.1,105.0,109.0,97.3,2025-05-06 12:00:06
589.0,25.5,69.3,101.9,108.2,114.9,105.3,109.1,97.1,2025-05-06 12:05:06
602.0,25.9,70.5,102.6,107.0,115.4,105.8,109.3,96.9,2025-05-06 12:10:06
621.0,25.5,58.8,99.6,109.6,115.9,102.8,108.0,97.2,2025-05-06 12:15:06
627.0,26.0,68.1,101.3,108.5,114.6,104.9,108.8,96.8,2025-05-06 12:20:06
633.0,26.3,67.1,101.5,104.7,119.5,102.5,107.8,96.5,2025-05-06 12:25:06
645.0,25.9,58.0,100.2,109.3,114.8,104.0,108.5,97.1,2025-05-06 12:30:06
637.0,26.2,67.9,101.7,108.0,114.6,105.2,109.0,96.8,2025-05-06 12:35:06
605.0,26.2,63.7,100.3,105.5,120.2,101.3,107.3,96.6,2025-05-06 12:40:06
