CO2,Temperature,Humidity,Sun1,date
473,26.8,49.4,99.9,5/4/2025 16:24
473,26.6,55.6,100.1,5/4/2025 16:29
515,27,54.8,101.9,5/4/2025 16:34
533,26.5,49.3,100.1,5/4/2025 16:39
516,26.3,52.9,101.5,5/4/2025 16:44
489,26.2,57.1,99.2,5/4/2025 16:49
482,26.7,56.5,99.4,5/4/2025 16:54
528,26.4,51.9,102.6,5/4/2025 16:59
557,26.2,49.5,101.8,5/4/2025 17:04
540,25.5,45.4,102.6,5/4/2025 17:09
509,25,44.3,100.8,5/4/2025 17:14
476,24.5,46.7,103.1,5/4/2025 17:19
478,24.4,52.1,102.4,5/4/2025 17:24
523,24.8,63.6,103.6,5/4/2025 17:29
534,25.7,63.2,101.8,5/4/2025 17:34
516,25.2,43.6,102.8,5/4/2025 17:39
486,24.8,55.9,103.3,5/4/2025 17:44
472,25.4,62.4,102.6,5/4/2025 17:49
506,26.1,61.1,102.9,5/4/2025 17:54
542,25.4,42.3,100.2,5/4/2025 17:59
540,24.8,54.8,102.7,5/4/2025 18:04
516,25.2,65.9,100,5/4/2025 18:09
489,25.6,54.1,99.7,5/4/2025 18:14
460,24.9,46.3,99.5,5/4/2025 18:19
440,24.8,61.5,102.9,5/4/2025 18:24
427,25.4,64.5,100.8,5/4/2025 18:29
417,25.6,52,100.2,5/4/2025 18:34
408,24.8,47.9,99.4,5/4/2025 18:39
400,24.8,62.1,99.7,5/4/2025 18:44
396,25.4,65,101.5,5/4/2025 18:49
396,25.3,49.8,103,5/4/2025 18:54
397,24.6,51.7,99.5,5/4/2025 18:59
389,24.4,66.8,0,5/4/2025 19:04
391,23.9,69.3,0,5/4/2025 19:09
396,23.6,69,0,5/4/2025 19:14
400,22.5,57.6,0,5/4/2025 19:19
396,21.4,65.7,0,5/4/2025 19:24
402,20.9,75.8,0,5/4/2025 19:29
404,20.8,81.8,0,5/4/2025 19:34
410,20.8,85.7,3999.9,5/4/2025 19:39
416,20.8,88.3,0,5/4/2025 19:44
417,20.7,90.3,0,5/4/2025 19:49
421,20.7,91.8,0,5/4/2025 19:54
423,20.7,93,0,5/4/2025 19:59
428,20.6,94,0,5/4/2025 20:04
431,20.6,94.8,0,5/4/2025 20:09
432,20.6,95.4,0,5/4/2025 20:14
434,20.5,95.9,0,5/4/2025 20:19
437,20.5,96.2,0,5/4/2025 20:24
438,20.5,96.4,0,5/4/2025 20:29
442,20.5,96.7,3999.8,5/4/2025 20:34
448,20.4,96.8,3999.9,5/4/2025 20:39
447,20.4,97,0,5/4/2025 20:44
451,20.4,97.1,0,5/4/2025 20:49
450,20.3,97.2,0,5/4/2025 20:54
455,20.3,97.2,3999.9,5/4/2025 20:59
456,20.2,97.2,3999.9,5/4/2025 21:04
456,20.2,97.3,0,5/4/2025 21:09
460,20.1,97.4,0,5/4/2025 21:14
458,20.1,97.4,3999.9,5/4/2025 21:19
461,20,97.4,3999.9,5/4/2025 21:24
466,20,97.5,0,5/4/2025 21:29
468,19.9,97.5,3999.8,5/4/2025 21:34
470,19.8,97.5,3999.8,5/4/2025 21:39
473,19.8,97.5,0,5/4/2025 21:44
476,19.7,97.5,0,5/4/2025 21:49
476,19.7,97.4,0,5/4/2025 21:54
479,19.6,97.5,0,5/4/2025 21:59
478,19.5,97.4,0,5/4/2025 22:04
473,19.5,97.5,0,5/4/2025 22:09
476,19.4,97.5,0,5/4/2025 22:14
474,19.4,97.6,0,5/4/2025 22:19
479,19.3,97.6,0,5/4/2025 22:24
481,19.2,97.6,3999.9,5/4/2025 22:29
484,19.2,97.6,0,5/4/2025 22:34
484,19.1,97.5,3999.8,5/4/2025 22:39
487,19,97.4,3999.8,5/4/2025 22:44
487,18.9,97.4,0,5/4/2025 22:49
491,18.9,97.5,0,5/4/2025 22:54
485,18.8,97.5,0,5/4/2025 22:59
488,18.8,97.6,0,5/4/2025 23:04
488,18.7,97.5,3999.8,5/4/2025 23:09
486,18.6,97.4,0,5/4/2025 23:14
487,18.5,97.5,0,5/4/2025 23:19
488,18.5,97.5,3999.8,5/4/2025 23:24
485,18.4,97.5,0,5/4/2025 23:29
487,18.3,97.3,3999.8,5/4/2025 23:34
484,18.3,97.3,0,5/4/2025 23:39
487,18.2,97.3,3999.9,5/4/2025 23:44
492,18.1,97.2,0,5/4/2025 23:49
492,18,97.3,3999.8,5/4/2025 23:54
494,18,97.3,0,5/4/2025 23:59
493,17.9,97.2,0,5/5/2025 0:04
492,17.9,97.2,0,5/5/2025 0:09
497,17.8,97.2,0,5/5/2025 0:14
498,17.7,97.1,3999.9,5/5/2025 0:19
501,18.3,100,3999.8,5/5/2025 0:24
495,19.2,99.4,0,5/5/2025 0:29
500,19,99.5,3999.8,5/5/2025 0:34
498,18.9,98.9,0,5/5/2025 0:39
501,18.7,98.3,3999.8,5/5/2025 0:44
497,18.6,97.1,0,5/5/2025 0:49
500,18.5,96.1,0,5/5/2025 0:54
498,18.5,95.1,3999.8,5/5/2025 0:59
495,18.4,94.7,0,5/5/2025 1:04
498,18.2,94.2,0,5/5/2025 1:09
499,18.2,93.7,0,5/5/2025 1:14
499,18.1,93.8,0,5/5/2025 1:19
496,18,93.7,0,5/5/2025 1:24
495,17.9,93.7,0,5/5/2025 1:29
494,17.8,93.6,0,5/5/2025 1:34
496,17.7,93.7,0,5/5/2025 1:39
493,17.6,93.7,0,5/5/2025 1:44
494,17.5,93.9,0,5/5/2025 1:49
496,18.2,95,0,5/5/2025 1:54
498,18.8,94,0,5/5/2025 1:59
498,18.5,94.3,3999.9,5/5/2025 2:04
496,18.3,94.1,0,5/5/2025 2:09
498,18.2,93.7,0,5/5/2025 2:14
497,18.1,93,3999.9,5/5/2025 2:19
498,17.9,92.9,3999.9,5/5/2025 2:24
498,17.8,92.7,0,5/5/2025 2:29
499,17.7,92.4,0,5/5/2025 2:34
497,17.6,92.2,3999.9,5/5/2025 2:39
493,17.5,92.1,0,5/5/2025 2:44
496,17.4,92,0,5/5/2025 2:49
495,17.6,93.1,0,5/5/2025 2:54
492,18.8,91.1,0,5/5/2025 2:59
498,18.6,92.4,0,5/5/2025 3:04
501,18.3,92.4,3999.9,5/5/2025 3:09
500,18.2,91.8,0,5/5/2025 3:14
500,18,91.8,0,5/5/2025 3:19
496,17.9,91.5,0,5/5/2025 3:24
496,17.7,91.2,0,5/5/2025 3:29
498,17.6,91.3,0,5/5/2025 3:34
498,17.5,91.1,3999.8,5/5/2025 3:39
495,17.3,91.2,0,5/5/2025 3:44
494,17.9,91.3,0,5/5/2025 3:49
492,18.6,89.9,0,5/5/2025 3:54
499,18.3,90.7,0,5/5/2025 3:59
500,18.1,91.2,3999.9,5/5/2025 4:04
497,17.9,90.7,3999.9,5/5/2025 4:09
495,17.7,90.2,0,5/5/2025 4:14
494,17.6,90.2,3999.9,5/5/2025 4:19
490,17.4,90.5,0,5/5/2025 4:24
485,17.3,90.6,3999.8,5/5/2025 4:29
490,17.5,90.8,0,5/5/2025 4:34
487,18.6,88.4,0,5/5/2025 4:39
489,18.3,90,0,5/5/2025 4:44
493,18.1,90,0,5/5/2025 4:49
491,17.9,90.3,0,5/5/2025 4:54
494,17.7,90.1,0,5/5/2025 4:59
492,17.5,90,0,5/5/2025 5:04
487,17.4,90.3,3999.9,5/5/2025 5:09
488,17.3,90.1,0,5/5/2025 5:14
490,18.2,88.4,0,5/5/2025 5:19
491,18.6,88.1,3999.9,5/5/2025 5:24
494,18.3,89,0,5/5/2025 5:29
488,18,89.5,0,5/5/2025 5:34
488,17.8,87.6,0,5/5/2025 5:39
483,17.6,84.6,0,5/5/2025 5:44
476,17.3,82.2,3999.9,5/5/2025 5:49
471,17.4,81.7,0,5/5/2025 5:54
462,18.5,75.3,0,5/5/2025 5:59
454,18.3,74.7,0,5/5/2025 6:04
447,18,75.7,3999.9,5/5/2025 6:09
444,17.6,76.1,3999.9,5/5/2025 6:14
440,17.3,76.6,0,5/5/2025 6:19
437,17,76.9,0,5/5/2025 6:24
439,16.7,77.4,3999.9,5/5/2025 6:29
440,16.4,77.6,0,5/5/2025 6:34
436,16.1,78.2,3999.9,5/5/2025 6:39
435,15.9,78.5,0,5/5/2025 6:44
430,15.7,79.2,3999.9,5/5/2025 6:49
429,15.5,80.1,0,5/5/2025 6:54
433,15.4,80.5,0,5/5/2025 6:59
434,16.2,80.7,108.6,5/5/2025 7:04
465,19.2,73.1,104.7,5/5/2025 7:09
513,19.7,69.5,106.2,5/5/2025 7:14
551,20.3,67.3,102.6,5/5/2025 7:19
589,20.9,65.1,105.7,5/5/2025 7:24
616,21.5,63.7,103.7,5/5/2025 7:29
629,22,62.2,104.7,5/5/2025 7:34
638,22.5,60.3,101.7,5/5/2025 7:39
636,22.9,59.6,101.8,5/5/2025 7:44
642,23.3,58.6,101.6,5/5/2025 7:49
641,23.7,58.2,101.6,5/5/2025 7:54
634,24.1,56.4,101.1,5/5/2025 7:59
633,24.5,55,100.6,5/5/2025 8:04
623,24.9,54,104.1,5/5/2025 8:09
621,25.2,53.2,100.2,5/5/2025 8:14
625,25.6,52.1,100.8,5/5/2025 8:19
629,25.9,51.2,100.4,5/5/2025 8:24
632,26.2,50.3,100.4,5/5/2025 8:29
637,26.5,49.9,100.2,5/5/2025 8:34
649,26.6,50.4,101.5,5/5/2025 8:39
648,26.9,50.7,102.6,5/5/2025 8:44
630,27.1,49.6,103.3,5/5/2025 8:49
575,27.3,48.5,100.9,5/5/2025 8:54
577,27.5,48.1,100,5/5/2025 8:59
597,27.7,47.8,102.7,5/5/2025 9:04
619,28,47.8,100.8,5/5/2025 9:09
643,28.3,47.4,102,5/5/2025 9:14
655,28.6,46.9,101.4,5/5/2025 9:19
667,28.9,46.4,100.9,5/5/2025 9:24
683,29.2,45.6,99.4,5/5/2025 9:29
659,29.5,44.7,101.3,5/5/2025 9:34
609,29.7,45.7,99.6,5/5/2025 9:39
571,29.9,44.1,99.2,5/5/2025 9:44
567,30.1,43.7,101.8,5/5/2025 9:49
587,30.3,44.1,99.9,5/5/2025 9:54
605,30.5,44.1,102.7,5/5/2025 9:59
608,30.3,37.9,102,5/5/2025 10:04
637,28.7,39.9,101.9,5/5/2025 10:09
651,27.9,54.6,98.5,5/5/2025 10:14
630,28.2,61.5,101.1,5/5/2025 10:19
601,28.3,61,100.2,5/5/2025 10:24
567,27.8,46.7,99.9,5/5/2025 10:29
565,26.8,45.7,99.4,5/5/2025 10:34
583,26.6,59.8,102.6,5/5/2025 10:39
610,27.1,61.5,100,5/5/2025 10:44
634,26.8,53.2,100.6,5/5/2025 10:49
646,26,49.6,101.6,5/5/2025 10:54
624,26,61,102.1,5/5/2025 10:59
586,25.5,50.3,99.6,5/5/2025 11:04
561,25.2,53.9,99.7,5/5/2025 11:09
580,25.1,51.4,100.3,5/5/2025 11:14
599,25.4,59.4,101.4,5/5/2025 11:19
617,25,54.8,103,5/5/2025 11:24
629,24.9,58,103,5/5/2025 11:29
643,24.8,53,99.4,5/5/2025 11:34
611,24.8,53.8,101.2,5/5/2025 11:39
574,24.9,63.6,100.1,5/5/2025 11:44
574,24.9,57.5,99.4,5/5/2025 11:49
595,24.9,58,101,5/5/2025 11:54
616,25.4,62.9,102.1,5/5/2025 11:59
627,25.8,65.4,100.7,5/5/2025 12:04
636,26,67.5,101.4,5/5/2025 12:09
620,26.3,68.2,99.7,5/5/2025 12:14
585,26.4,57.5,101.3,5/5/2025 12:19
585,26.3,59,101.7,5/5/2025 12:24
604,26.6,67.1,100.9,5/5/2025 12:29
628,26.8,68.9,101.9,5/5/2025 12:34
639,26.8,60.9,102.4,5/5/2025 12:39
644,27.2,66,100,5/5/2025 12:44
643,27.1,61.4,98.9,5/5/2025 12:49
603,27.3,62.8,102.4,5/5/2025 12:54
573,27.4,65.2,101.6,5/5/2025 12:59
578,27.2,61.5,99.5,5/5/2025 13:04
601,27.4,67.2,99.2,5/5/2025 13:09
624,27.2,60,99.4,5/5/2025 13:14
643,27.5,67.4,100.4,5/5/2025 13:19
649,27.3,58.3,102.6,5/5/2025 13:24
630,27.5,65.2,99.7,5/5/2025 13:29
589,27.4,56.2,98.8,5/5/2025 13:34
564,27.2,60.6,100.5,5/5/2025 13:39
583,27.5,67,102.7,5/5/2025 13:44
610,27.3,58.1,102.7,5/5/2025 13:49
624,27.2,62.4,102.6,5/5/2025 13:54
639,27.4,67.4,100.9,5/5/2025 13:59
649,27.2,57.5,102.8,5/5/2025 14:04
634,27.5,66,99.2,5/5/2025 14:09
595,27.5,65.3,102.6,5/5/2025 14:14
573,27.2,56.1,101.8,5/5/2025 14:19
586,27,55.4,99,5/5/2025 14:24
608,27.1,65.8,102.7,5/5/2025 14:29
626,27.4,67.4,99.6,5/5/2025 14:34
644,26.9,58.3,98.9,5/5/2025 14:39
645,27.1,65.6,101.5,5/5/2025 14:44
614,27.4,68.7,99.1,5/5/2025 14:50
581,27,59.3,100,5/5/2025 14:54
577,27.1,63.3,99.1,5/5/2025 14:59
598,27.1,57.8,100.4,5/5/2025 15:04
618,26.6,58.2,101.7,5/5/2025 15:10
630,26.5,67.2,102.8,5/5/2025 15:15
644,26.6,60.5,102.7,5/5/2025 15:20
622,26.4,57.4,99.3,5/5/2025 15:25
576,26.2,66.5,101.1,5/5/2025 15:30
572,26.4,65.7,99.1,5/5/2025 15:35
597,26.2,57.1,103,5/5/2025 15:40
611,26,66.3,100.7,5/5/2025 15:45
623,26.3,69.5,99.5,5/5/2025 15:50
636,26.1,57,101,5/5/2025 15:55
639,25.8,65,102.8,5/5/2025 16:00
615,26.2,69.2,102.4,5/5/2025 16:05
575,26.1,57.9,102.1,5/5/2025 16:10
530,25.8,62.3,103,5/5/2025 16:15
500,26.1,68.5,102.3,5/5/2025 16:20
474,26,61.7,100.1,5/5/2025 16:25
486,26,62.8,99.6,5/5/2025 16:30
523,26.2,68.8,100.8,5/5/2025 16:35
560,26.1,58.5,102.4,5/5/2025 16:40
550,26.1,66.2,102,5/5/2025 16:45
518,26.2,69.8,100,5/5/2025 16:50
495,26,57.7,99.1,5/5/2025 16:55
479,26.1,67.3,101.9,5/5/2025 17:00
504,25.4,51.4,102.4,5/5/2025 17:05
532,24.8,57.1,103,5/5/2025 17:10
539,25,62.7,101.9,5/5/2025 17:15
520,24.5,56.9,101.9,5/5/2025 17:20
488,24.2,58.9,100.3,5/5/2025 17:25
472,24.2,65.3,102.2,5/5/2025 17:30
490,24.1,55.2,101.2,5/5/2025 17:35
518,23.8,58,101.8,5/5/2025 17:40
551,23.8,63.4,102.9,5/5/2025 17:45
547,23.8,60.3,99.9,5/5/2025 17:50
519,23.7,56.3,99.7,5/5/2025 17:55
488,23.6,64.4,101.3,5/5/2025 18:00
468,23.7,58.4,103.6,5/5/2025 18:05
450,23.4,56.5,100,5/5/2025 18:10
438,23.4,68.3,102.6,5/5/2025 18:15
427,23.6,62.5,101.9,5/5/2025 18:20
417,23.3,57.7,102.8,5/5/2025 18:25
414,23.1,62.1,102.4,5/5/2025 18:30
407,23.2,70.5,100.1,5/5/2025 18:35
406,23.3,62.5,102.4,5/5/2025 18:40
407,23.3,64.2,100.1,5/5/2025 18:45
406,23.5,69.5,103,5/5/2025 18:50
402,23.3,57.6,101,5/5/2025 18:55
405,23,63.6,100.9,5/5/2025 19:00
402,22.7,72.6,3999.9,5/5/2025 19:05
413,22.2,75.8,0,5/5/2025 19:10
415,21.8,77.8,3999.9,5/5/2025 19:15
418,21.5,79.8,0,5/5/2025 19:20
423,21.3,83.2,0,5/5/2025 19:25
428,21.1,86.3,0,5/5/2025 19:30
429,21,88.5,0,5/5/2025 19:35
432,20.8,90.2,0,5/5/2025 19:40
432,20.6,91.5,0,5/5/2025 19:45
434,20.5,92.4,0,5/5/2025 19:50
438,20.4,93.3,3999.8,5/5/2025 19:55
443,20.3,94.1,3999.8,5/5/2025 20:00
445,20.3,94.7,3999.8,5/5/2025 20:05
449,20.2,95.1,3999.9,5/5/2025 20:10
455,20.1,95.5,0,5/5/2025 20:15
453,20,95.9,0,5/5/2025 20:20
453,20,96.1,0,5/5/2025 20:25
457,19.9,96.3,0,5/5/2025 20:30
457,19.9,96.5,0,5/5/2025 20:35
463,19.8,96.7,0,5/5/2025 20:40
468,19.7,96.9,3999.8,5/5/2025 20:45
465,19.7,97.1,3999.9,5/5/2025 20:50
466,19.6,97.2,0,5/5/2025 20:55
466,19.6,97.2,0,5/5/2025 21:00
471,19.5,97.6,0,5/5/2025 21:05
469,19.5,97.6,0,5/5/2025 21:10
471,19.4,97.6,0,5/5/2025 21:15
472,19.4,97.7,3999.8,5/5/2025 21:20
477,19.3,97.8,3999.8,5/5/2025 21:25
477,19.3,97.9,0,5/5/2025 21:30
477,19.2,98,3999.9,5/5/2025 21:35
475,19.2,98,3999.8,5/5/2025 21:40
479,19.1,98.1,0,5/5/2025 21:45
480,19.1,98.2,0,5/5/2025 21:50
483,19.1,98.2,0,5/5/2025 21:55
483,19,98.2,3999.9,5/5/2025 22:00
485,19,98.4,0,5/5/2025 22:05
492,18.9,98.3,0,5/5/2025 22:10
493,18.9,98.4,3999.8,5/5/2025 22:15
495,18.8,98.4,0,5/5/2025 22:20
493,18.8,98.6,3999.8,5/5/2025 22:25
493,18.8,98.6,0,5/5/2025 22:30
498,18.7,98.6,0,5/5/2025 22:35
495,18.7,98.6,3999.8,5/5/2025 22:40
496,18.6,98.7,0,5/5/2025 22:45
494,18.6,98.8,0,5/5/2025 22:50
498,18.6,98.9,0,5/5/2025 22:55
499,18.5,98.9,0,5/5/2025 23:00
504,18.5,98.9,0,5/5/2025 23:05
500,18.4,99,0,5/5/2025 23:10
500,18.4,99,0,5/5/2025 23:15
498,18.4,99,0,5/5/2025 23:20
499,18.3,99,3999.9,5/5/2025 23:25
499,18.3,99,0,5/5/2025 23:30
502,18.3,99,0,5/5/2025 23:35
500,18.2,99,3999.8,5/5/2025 23:40
499,18.2,99.1,3999.8,5/5/2025 23:45
501,18.2,99,3999.8,5/5/2025 23:50
500,18.1,99.1,3999.8,5/5/2025 23:55
506,18.1,99.1,0,5/6/2025 0:00
509,18,99.1,0,5/6/2025 0:05
508,18,99.1,3999.8,5/6/2025 0:10
509,18,99.1,0,5/6/2025 0:15
503,17.9,99.1,0,5/6/2025 0:20
506,18.2,100,3999.8,5/6/2025 0:25
514,19.4,100,0,5/6/2025 0:30
514,19.3,100,0,5/6/2025 0:35
515,19.2,100,0,5/6/2025 0:40
519,19.1,100,3999.9,5/6/2025 0:45
516,19,100,0,5/6/2025 0:50
517,18.9,100,0,5/6/2025 0:55
512,18.8,100,3999.9,5/6/2025 1:00
514,18.8,100,3999.9,5/6/2025 1:05
513,18.7,100,0,5/6/2025 1:10
513,18.6,99.8,0,5/6/2025 1:15
514,18.6,99.6,0,5/6/2025 1:20
514,18.5,99.3,0,5/6/2025 1:25
512,18.5,99.2,3999.8,5/6/2025 1:30
512,18.4,99,3999.8,5/6/2025 1:35
510,18.3,98.9,0,5/6/2025 1:40
505,18.3,98.7,3999.8,5/6/2025 1:45
508,18.2,98.7,0,5/6/2025 1:50
511,18.2,98.6,3999.9,5/6/2025 1:55
510,18.1,98.5,3999.9,5/6/2025 2:00
510,18.1,98.4,0,5/6/2025 2:05
510,18.1,98.2,3999.8,5/6/2025 2:10
510,18,98.1,3999.8,5/6/2025 2:15
511,18,98.2,3999.8,5/6/2025 2:20
513,17.9,98,3999.8,5/6/2025 2:25
512,17.9,98,0,5/6/2025 2:30
513,17.8,98,0,5/6/2025 2:35
512,17.8,98,3999.8,5/6/2025 2:40
509,17.7,98.1,0,5/6/2025 2:45
509,17.7,98,3999.8,5/6/2025 2:50
505,17.6,97.9,0,5/6/2025 2:55
509,17.6,98,0,5/6/2025 3:00
509,18.8,98.3,0,5/6/2025 3:05
511,18.7,98.2,0,5/6/2025 3:10
512,18.6,98.9,3999.8,5/6/2025 3:15
519,18.5,99.2,0,5/6/2025 3:20
521,18.4,99.4,0,5/6/2025 3:25
516,18.3,99.3,3999.9,5/6/2025 3:30
517,18.3,99,0,5/6/2025 3:35
516,18.2,98.9,0,5/6/2025 3:40
515,18.1,98.7,0,5/6/2025 3:45
513,18.1,98.6,3999.8,5/6/2025 3:50
515,18,98.5,0,5/6/2025 3:55
519,18,98.5,0,5/6/2025 4:00
517,17.9,98.5,3999.8,5/6/2025 4:05
517,17.8,98.4,0,5/6/2025 4:10
518,17.7,98.3,0,5/6/2025 4:15
519,17.7,98.2,3999.8,5/6/2025 4:20
515,17.6,98.2,0,5/6/2025 4:25
516,17.6,98.1,0,5/6/2025 4:30
522,17.5,98.1,3999.8,5/6/2025 4:35
519,17.5,98,0,5/6/2025 4:40
514,17.4,97.9,3999.8,5/6/2025 4:45
513,17.4,98,0,5/6/2025 4:50
514,17.4,98,3999.8,5/6/2025 4:55
518,18.3,98.5,0,5/6/2025 5:00
516,18.6,97.2,3999.8,5/6/2025 5:05
516,18.5,97.8,0,5/6/2025 5:10
519,18.4,98.4,3999.8,5/6/2025 5:15
520,18.3,98.7,3999.8,5/6/2025 5:20
521,18.2,98.7,0,5/6/2025 5:25
519,18.1,98.7,0,5/6/2025 5:30
519,18.1,98.7,0,5/6/2025 5:35
516,18,96.2,0,5/6/2025 5:40
506,17.8,93.9,0,5/6/2025 5:45
494,17.7,92.8,3999.8,5/6/2025 5:50
485,17.5,92.3,0,5/6/2025 5:55
474,17.4,91.5,0,5/6/2025 6:00
466,17.3,91.6,3999.9,5/6/2025 6:05
463,17.2,91.5,0,5/6/2025 6:10
458,17.1,91.5,0,5/6/2025 6:15
454,17,91.6,3999.8,5/6/2025 6:20
451,16.9,91.4,0,5/6/2025 6:25
443,16.7,91.5,0,5/6/2025 6:30
443,16.6,91.5,0,5/6/2025 6:35
443,16.6,91.6,3999.9,5/6/2025 6:40
443,16.5,91.6,0,5/6/2025 6:45
440,16.4,91.7,3999.8,5/6/2025 6:50
439,16.3,91.7,0,5/6/2025 6:55
438,16.2,91.8,3999.8,5/6/2025 7:00
444,17.3,92.2,108.8,5/6/2025 7:05
466,19.6,84.8,105.5,5/6/2025 7:10
514,20.3,82.3,103.2,5/6/2025 7:15
565,21,79.9,103.3,5/6/2025 7:20
612,21.7,78.4,104.3,5/6/2025 7:25
637,22.3,76.3,104.7,5/6/2025 7:30
644,22.8,75.1,103.6,5/6/2025 7:35
651,23.4,72.6,103.3,5/6/2025 7:40
653,23.8,71.3,100.2,5/6/2025 7:45
650,24.3,69.5,101.3,5/6/2025 7:50
627,24.7,68.4,103.6,5/6/2025 7:55
590,25,67.1,100.2,5/6/2025 8:00
599,25.5,65.4,100.2,5/6/2025 8:05
617,25.8,64.7,103.3,5/6/2025 8:10
645,26.1,63,99.7,5/6/2025 8:15
660,26.4,62.8,101.1,5/6/2025 8:20
670,26.7,61,103.1,5/6/2025 8:25
677,27,60.3,103.2,5/6/2025 8:30
661,27.2,60.4,101.6,5/6/2025 8:35
612,27.4,60.4,103.1,5/6/2025 8:40
575,27.5,60.2,100.7,5/6/2025 8:45
599,27.8,60.3,102.6,5/6/2025 8:50
676,28,61.5,98.9,5/6/2025 8:55
707,28.3,60.9,102.1,5/6/2025 9:00
681,28.5,60.3,99.5,5/6/2025 9:05
644,28.6,60.9,99.3,5/6/2025 9:10
601,28.8,59.9,101.1,5/6/2025 9:15
585,28.9,58.7,99.5,5/6/2025 9:20
608,29,57.8,99.1,5/6/2025 9:25
637,29.1,58.1,102.4,5/6/2025 9:30
664,29.3,57.1,99.1,5/6/2025 9:35
684,29.4,56.4,99.4,5/6/2025 9:40
682,29.6,55.7,102.7,5/6/2025 9:45
627,29.8,55.7,101,5/6/2025 9:50
600,30,54.8,102.6,5/6/2025 9:55
616,30.1,55,102.1,5/6/2025 10:00
650,30,45.6,101.8,5/6/2025 10:05
672,28.2,44.5,101.8,5/6/2025 10:10
653,27.5,55.9,98.9,5/6/2025 10:15
648,27.7,64.9,101,5/6/2025 10:20
644,27.8,67.5,100.1,5/6/2025 10:25
617,28.1,67,101.8,5/6/2025 10:30
615,27.4,49.1,98.4,5/6/2025 10:35
622,26.4,53.7,99.3,5/6/2025 10:40
660,26.7,64.4,102.4,5/6/2025 10:45
683,27.2,65.8,102.2,5/6/2025 10:50
662,27.4,57.3,99.1,5/6/2025 10:55
642,26.3,49.5,101.3,5/6/2025 11:00
620,25.9,60.6,99.9,5/6/2025 11:05
578,26.3,65.2,101.5,5/6/2025 11:10
575,26.8,65,99.1,5/6/2025 11:15
587,27.2,65.5,99,5/6/2025 11:20
605,26.2,49.9,101.9,5/6/2025 11:25
611,25.7,59.6,99.4,5/6/2025 11:30
627,25.6,55.7,100,5/6/2025 11:35
631,24.9,54.2,101.3,5/6/2025 11:40
636,25.2,64.7,103,5/6/2025 11:45
636,24.8,53,102.7,5/6/2025 11:50
598,24.7,58.6,99.5,5/6/2025 11:55
577,25.1,66.2,101.6,5/6/2025 12:00
589,25.5,69.3,101.9,5/6/2025 12:05
602,25.9,70.5,102.6,5/6/2025 12:10
621,25.5,58.8,99.6,5/6/2025 12:15
627,26,68.1,101.3,5/6/2025 12:20
633,26.3,67.1,101.5,5/6/2025 12:25
645,25.9,58,100.2,5/6/2025 12:30
637,26.2,67.9,101.7,5/6/2025 12:35
605,26.2,63.7,100.3,5/6/2025 12:40
572,26,64.3,102.2,5/6/2025 12:45
578,26.5,67,102.2,5/6/2025 12:50
592,26.2,58.1,99.6,5/6/2025 12:55
609,26.6,67.2,102.6,5/6/2025 13:00
623,26.6,59.8,102.7,5/6/2025 13:05
631,26.6,58.6,102.4,5/6/2025 13:10
628,27.1,65.4,101.9,5/6/2025 13:15
595,26.9,57.9,101.3,5/6/2025 13:20
561,27.1,66,100.7,5/6/2025 13:25
563,26.8,55.1,101.5,5/6/2025 13:30
580,26.8,65.8,102.4,5/6/2025 13:35
602,26.9,59.4,98.6,5/6/2025 13:40
617,26.8,56.5,102.6,5/6/2025 13:45
628,27,67,102.1,5/6/2025 13:50
635,26.7,59.5,99.7,5/6/2025 13:55
595,26.8,60.7,98.8,5/6/2025 14:00
562,27,65.9,99.3,5/6/2025 14:05
574,26.8,59.8,99.1,5/6/2025 14:10
591,27.1,65.8,101,5/6/2025 14:15
617,26.9,57.8,102.6,5/6/2025 14:20
626,26.8,61,101.3,5/6/2025 14:25
622,27,64,98.8,5/6/2025 14:30
591,26.6,57.9,101.5,5/6/2025 14:35
571,26.8,65.8,99.3,5/6/2025 14:40
585,26.6,59.5,102.4,5/6/2025 14:45
607,26.6,60.5,101,5/6/2025 14:50
622,26.9,68,102.7,5/6/2025 14:55
639,26.5,59.1,102.4,5/6/2025 15:00
643,26.2,55.6,101.9,5/6/2025 15:05
609,26,65.4,102,5/6/2025 15:10
583,25.7,61.1,103,5/6/2025 15:15
584,25.6,57.8,100.5,5/6/2025 15:20
597,25.6,67.1,99.3,5/6/2025 15:25
619,25.4,60.5,103,5/6/2025 15:30
628,25.4,62.7,100.1,5/6/2025 15:35
635,25.6,66.4,99.2,5/6/2025 15:40
625,25.4,57.5,100.1,5/6/2025 15:45
583,25.4,58.5,100.6,5/6/2025 15:50
569,25.9,65.3,102.1,5/6/2025 15:55
584,25.8,55,102.9,5/6/2025 16:00
588,25.7,64,100,5/6/2025 16:05
560,25.8,59.3,102.8,5/6/2025 16:10
525,25.6,58.5,100.3,5/6/2025 16:15
490,25.9,67,101.5,5/6/2025 16:20
475,25.8,55.7,102.1,5/6/2025 16:25
492,25.6,56.3,99.9,5/6/2025 16:30
537,26,66.4,102.1,5/6/2025 16:35
571,26.1,54.5,102.7,5/6/2025 16:40
580,25.7,60.9,102.6,5/6/2025 16:45
567,26,57.2,101.1,5/6/2025 16:50
542,25.7,57.1,101.4,5/6/2025 16:55
510,26.1,62.5,100.7,5/6/2025 17:00
